OPTION CODE,OPTION CODE COMPAT,TYPE,DESCRIPTION,YEAR
AB16,OFC3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,OFC4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,OFC5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,OFM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,OFM5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,OFM6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,OR3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,OR4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,OR5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,OT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,OT4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,OT5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,PRF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,RP32,BASEPA,Options are NOT compatible at PARCEL LEVEL,2025
AB16,RP33,BASEPA,Options are NOT compatible at PARCEL LEVEL,2025
AB16,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,SP1,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB16,SP9,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB16,SW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,SW5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,SW6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB16,WT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AB10,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AB11,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AB13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AB14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AB15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AB16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AB4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AB7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AB9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AHW10,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AHW11,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,AHW5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,BE3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,BE6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,BE7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CAB11,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CAB14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CAB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CIPM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP18,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP19,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CSW19,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,FG6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
AB2,HRW1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,HRW2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,HRW3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,HS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,IPM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,MOR1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,PRF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,PRF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,RP32,BASEPA,Options are NOT compatible at PARCEL LEVEL,2025
AB2,RP33,BASEPA,Options are NOT compatible at PARCEL LEVEL,2025
AB2,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,SOH1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,SOH2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,SOH3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,SP1,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB2,SP9,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB2,SW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,SW5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB2,WT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,AB4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,BE3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,BE6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,BE7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP18,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP19,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,FG6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
AB3,HRW1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,HRW2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,HRW3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,MOR1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,OFC3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,OFC4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,OFM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,OFM5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,OR3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,OR4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,OT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,OT4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,SP9,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB3,SW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB3,WT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB10,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB11,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB8,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,AB9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,BE3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,BE6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,BE7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CAB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CHS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CHS9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,FG6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
AB4,HRW1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,HRW2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,HRW3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,HS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,HS9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,IPM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,MOR1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,OR3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,OT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,SP9,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB4,SW1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,SW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,SW4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,SW5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,SW6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,WT1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,WT2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB4,WT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,AB11,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,AB14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,AB15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,AB16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,AB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,AB4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,AB6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,AHW10,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,AHW6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,AHW7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,BE3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,BE6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,BE7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CAB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CAB6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CSAM2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,FG6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
AB5,HRW1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,HRW2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,HRW3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,HS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,HS9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,IPM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,MOR1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,OFC3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,OFC4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,OFM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,OFM5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,OR3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,OR4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,OT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,OT4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,PRF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,PRF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,SOH1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,SP9,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB5,SW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB5,WT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,AB11,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,AB14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,AB15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,AB16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,AB4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,AB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,AHW10,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,AHW5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,BE3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,BE6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,BE7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CAB14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CAB5,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CAGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CAGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CAGF3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CAGF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP12,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP18,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP19,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP20,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP21,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CSP9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CWS1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,CWS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,FG6,SUPBPA,First option is base for the second option at PARCEL LEVEL,2025
AB6,HRW1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,HRW2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,HRW3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,HS3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,MOR1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,OFC3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,OFM4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,OR3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,OT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,PRF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,PRF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,PRF3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,PRF4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,SAM1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,SOH1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,SP1,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB6,SP9,SUPBAS,First option is base for the second option at LAND USE LEVEL,2025
AB6,SW17,BASECO,Options are compatible at LAND USE LEVEL,2025
AB6,WT3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,AB10,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,AB11,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,AB13,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,AB14,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,AB15,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,AB16,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,AB2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,AB4,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,AB9,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,AGF1,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,AGF2,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,AHW6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,BE3,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,BE6,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,BE7,BASECO,Options are compatible at LAND USE LEVEL,2025
AB7,CAB2,BASECO,Options are compatible at LAND USE LEVEL,2025
